Commune;Quartier;Identifiant;Code commune;Géométrie
Les Sorinières;Centre;19802;440198.0;"{""coordinates"": [[[-1.51865810020662, 47.1464576407466], [-1.51822162158813, 47.1461691768043], [-1.51783955180216, 47.1460607384533], [-1.51717657716085, 47.1458443423232], [-1.5166089476172, 47.1456878005109], [-1.51610451426803, 47.1455052715814], [-1.51605424305696, 47.1454748117467], [-1.5159707668027, 47.1454242734246], [-1.51702518019549, 47.1444405687506], [-1.51749913184695, 47.1439233839987], [-1.5182951765497, 47.1432079816549], [-1.51859536900521, 47.1428961108344], [-1.51919540034327, 47.1422840878567], [-1.51989816451892, 47.1415498194027], [-1.52042103523305, 47.1409812650237], [-1.52064159050266, 47.1408012145036], [-1.52064177204135, 47.1408010190246], [-1.5211324320867, 47.1404003550994], [-1.52113355605927, 47.1404013082732], [-1.52163112415865, 47.1398923196652], [-1.52243074952969, 47.1393216829698], [-1.52262932055796, 47.1391755164682], [-1.5231550334586, 47.1387865320486], [-1.52315918227279, 47.138790986401], [-1.52316015257015, 47.1387918401912], [-1.52359438034653, 47.1385014146989], [-1.52515628163039, 47.1375007853018], [-1.52564195490375, 47.1371913431107], [-1.52727594466639, 47.136172655317], [-1.52786604274977, 47.1358462514332], [-1.52960283479363, 47.1350874638823], [-1.530954683546, 47.1344638063301], [-1.53141366461156, 47.1343054435729], [-1.5315481894177, 47.1357906632774], [-1.53169081130401, 47.1381339657069], [-1.53186166057802, 47.1408772152428], [-1.53196647454027, 47.1423432612002], [-1.53197278062138, 47.1424309497711], [-1.53207545545475, 47.1433044994419], [-1.53212564427683, 47.1437052392105], [-1.53240279333713, 47.1455488191085], [-1.53262657645683, 47.1470067755812], [-1.53288250529141, 47.1485571135983], [-1.53271282531182, 47.1485676800881], [-1.532126296877, 47.1486562023839], [-1.53188034024338, 47.1488756777771], [-1.52866488346256, 47.1463303467769], [-1.52825319704503, 47.1460184807557], [-1.52825269673087, 47.1460188573328], [-1.52814048003799, 47.1461963664407], [-1.52805481070845, 47.146535107743], [-1.52801718431262, 47.1468956541137], [-1.52802952285957, 47.1473760249451], [-1.5280447252875, 47.1476343712195], [-1.52808960129324, 47.1478410130496], [-1.52785146752341, 47.1480995770867], [-1.52756421137328, 47.1485264154728], [-1.52730231008391, 47.1489973453779], [-1.52693390705252, 47.1496099243144], [-1.52667359691772, 47.1500298213012], [-1.52657891590355, 47.1501797194007], [-1.52595464015973, 47.1499889937181], [-1.5254218045543, 47.1498188996856], [-1.52502517443683, 47.1497267394772], [-1.5244143775683, 47.1495319653358], [-1.52394467562571, 47.1493970275054], [-1.52317011330581, 47.1490877635386], [-1.52264296307676, 47.1488223505926], [-1.52198477864571, 47.1484771135038], [-1.52124575705614, 47.1480413609807], [-1.52076389580707, 47.1477372247163], [-1.52003344996916, 47.1473102747418], [-1.51941273046295, 47.1469292730332], [-1.51865810020662, 47.1464576407466]]], ""type"": ""Polygon""}"
